file,display_name,corpus,operation_name,error,timestamp
/app/archive/역사기록/1960/19660616_청주지구 개척/metadata_19660616_청주지구 개척.json,metadata_19660616_청주지구 개척.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.516027
/app/archive/역사기록/1960/19660326_1966 신입생 환영예배/metadata_19660326_1966 신입생 환영예배.json,metadata_19660326_1966 신입생 환영예배.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.516071
/app/archive/역사기록/1970/19710224_한국기독화운동 요원 훈련 강습회/metadata_19710224_한국기독화운동 요원 훈련 강습회.json,metadata_19710224_한국기독화운동 요원 훈련 강습회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.516118
/app/archive/역사기록/1970/19730623_1973 HCCC 합창단 아외예배/metadata_19730623_1973 HCCC 합창단 아외예배.json,metadata_19730623_1973 HCCC 합창단 아외예배.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.516176
/app/archive/역사기록/1960/19660726_1966 지역별 대학생 여름수련회/metadata_19660726_1966 지역별 대학생 여름수련회.json,metadata_19660726_1966 지역별 대학생 여름수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.520653
/app/archive/역사기록/1960/19620409_1962 CCC 전도강연회/metadata_19620409_1962 CCC 전도강연회.json,metadata_19620409_1962 CCC 전도강연회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.520709
/app/archive/역사기록/1970/19710101_민족복음화운동 선언/metadata_19710101_민족복음화운동 선언.json,metadata_19710101_민족복음화운동 선언.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.521079
/app/archive/역사기록/1960/19660924_1966 공주지구 CCC의 밤/metadata_19660924_1966 공주지구 CCC의 밤.json,metadata_19660924_1966 공주지구 CCC의 밤.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.521168
/app/archive/역사기록/1970/19730803_1973 의료봉사/metadata_19730803_1973 의료봉사.json,metadata_19730803_1973 의료봉사.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.521569
/app/archive/역사기록/1970/19730501_1973 제6회 국가조찬기도회/metadata_19730501_1973 제6회 국가조찬기도회.json,metadata_19730501_1973 제6회 국가조찬기도회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:52:28.522621
